,post_code,post_code_suffix
2890,98058,8220
2891,98058,8647
2892,98058,9334
2893,98031,1319
2894,98055,3949
2895,98055,3947
2896,98055,3948
2897,98055,3948
2898,United States,98024
2899,United States,98024
2900,United States,98024
2901,98052,2050
2902,98072,9080
2903,98072,6911
2904,98072,9062
2905,98072,9062
2906,98059,3649
2907,98136,2510
2908,98136,2354
2909,98136,2555
2910,98136,2527
2911,United States,98136
2912,98136,2726
2913,98136,2603
2914,98136,2610
2915,98136,2653
2916,98136,2616
2917,98136,2656
2918,98136,2451
2919,98136,2427
2920,98136,2434
2921,98136,2433
2922,98126,3221
2923,98126,3202
2924,98136,2147
2925,98136,2147
2926,98126,3611
2927,98126,3833
2928,98126,3865
2929,98126,3837
2930,98126,3233
2931,98126,3237
2932,98126,3242
2933,98136,2345
2934,98136,2349
2935,98136,2349
2936,United States,98070
2937,98033,6706
2938,98033,6705
2939,98031,4186
2940,98031,4188
2941,98146,3443
2942,98146,3442
2943,98136,2524
2944,98103,7515
2945,98022,9381
2946,98092,9708
2947,98092,3909
2948,98042,5823
2949,98051,9642
2950,98051,9528
2951,98070,4058
2952,98070,3752
2953,98166,2647
2954,98027,8271
2955,98027,8277
2956,98136,1119
2957,98040,5543
2958,98040,5539
2959,98040,4861
2960,98040,4861
2961,98040,5536
2962,98006,8611
2963,98039,4709
2964,98039,3920
2965,98039,3120
2966,98039,3122
2967,United States,98039
2968,98008,3120
2969,98052,5811
2970,98052,5811
2971,98052,6000
2972,98038,5813
2973,98038,6707
2974,98038,6837
2975,98059,5244
2976,98177,4537
2977,United States,98177
2978,98177,4623
2979,98177,4302
2980,98052,2238
2981,98052,2230
2982,98052,2111
2983,98052,2274
2984,98052,2218
2985,98052,1175
2986,98188,2013
2987,98116,2115
2988,98119,2229
2989,98119,1802
2990,98075,9439
2991,98075,9425
2992,98115,7138
2993,98039,3904
2994,98034,5102
2995,98034,5365
2996,98034,2677
2997,98034,1802
2998,98115,3458
2999,98115,3457
3000,98033,8328
3001,98155,5933
3002,98024,8705
3003,98042,5801
3004,98042,5804
3005,98075,6005
3006,98075,6079
3007,98075,6019
3008,98075,6001
3009,98075,6003
3010,98155,2220
3011,98155,2219
3012,98023,7712
3013,98011,2330
3014,98028,1945
3015,98028,1947
3016,98034,2238
3017,98034,2239
3018,United States,98034
3019,98034,5409
3020,98034,2328
3021,98198,7810
3022,98198,3823
3023,98042,5128
3024,98033,4126
3025,98125,7821
3026,98125,7716
3027,98042,4910
3028,98034,2839
3029,98028,2036
3030,98022,8467
3031,98022,8444
3032,98022,7428
3033,98022,7428
3034,98040,4615
3035,98040,5445
3036,98040,5819
3037,98040,5821
3038,98040,5408
3039,United States,98040
3040,98040,5826
3041,98168,3512
3042,98146,2124
3043,98146,2111
3044,98042,5711
3045,98042,5700
3046,98027,4641
3047,98027,4630
3048,98033,5039
3049,98033,5039
3050,98033,5039
3051,98033,5040
3052,98033,5050
3053,98033,5043
3054,98038,8338
3055,98058,8021
3056,98058,8033
3057,98058,8033
3058,98058,8030
3059,98058,6845
3060,United States,98006
3061,98006,4367
3062,98006,4337
3063,98006,4342
3064,United States,98006
3065,98006,5006
3066,98006,5006
3067,98006,4627
3068,98042,3039
3069,98034,3219
3070,98034,7909
3071,98034,7908
3072,98034,3218
3073,98038,8650
3074,98136,2706
3075,United States,98136
3076,98136,2836
3077,98001,1913
3078,98001,1900
3079,98031,1305
3080,98031,2181
3081,98155,1616
3082,98002,7020
3083,98006,5026
3084,98006,5011
3085,98006,5422
3086,98006,5421
3087,98006,5417
3088,98027,4417
3089,98027,4418
3090,98058,7757
3091,98058,7764
3092,98058,7747
3093,98058,7769
3094,98058,7770
3095,98034,1153
3096,98058,7700
3097,98058,7796
3098,98136,2829
3099,98092,7129
3100,98092,7125
3101,98092,7114
3102,98092,6451
3103,98092,6441
3104,98092,6441
3105,98023,3907
3106,98006,4259
3107,98006,4250
3108,98006,2060
3109,98006,3451
3110,98006,3474
3111,98006,4128
3112,98006,4126
3113,98006,4105
3114,98006,4109
3115,98006,4317
3116,98006,4371
3117,98006,4384
3118,98006,4810
3119,98006,4821
3120,98155,4063
3121,98155,4062
3122,United States,98116
3123,98177,4727
3124,98177,4724
3125,98045,7958
3126,98045,7958
3127,98045,7933
3128,98045,7938
3129,98045,7978
3130,98045,7973
3131,98045,7973
3132,98008,5979
3133,98008,5920
3134,98008,5949
3135,98008,5929
3136,United States,98008
3137,98155,5707
3138,98155,6858
3139,98155,5721
3140,98001,2975
3141,98027,8481
3142,98042,3014
3143,98042,3040
3144,98058,7900
3145,98007,4220
3146,98022,2550
3147,98022,6852
3148,98022,6864
3149,98042,8315
3150,98042,8309
3151,98042,8309
3152,98042,8319
3153,98042,8320
3154,98042,8355
3155,98042,4206
3156,98051,9606
3157,98051,9602
3158,98027,8483
3159,98027,8221
3160,98045,9018
3161,98045,9695
3162,98030,4932
3163,98118,3452
3164,98118,3431
3165,98118,3429
3166,98024,6715
3167,98065,9439
3168,98045,9154
3169,98065,9414
3170,98007,4216
3171,98074,7328
3172,98074,7317
3173,98074,7349
3174,98014,6800
3175,United States,98288
3176,98115,2543
3177,98155,6847
3178,98146,2357
3179,98133,3010
3180,98133,3045
3181,98002,4455
3182,98002,5715
3183,98034,1705
3184,98034,1868
3185,98119,2306
3186,98109,1832
3187,98109,2020
3188,98109,2020
3189,98109,2021
3190,98109,2021
3191,98040,3743
3192,98118,4416
3193,98118,1917
3194,98118,1915
3195,98118,1915
3196,98102,4513
3197,98117,2338
3198,98117,2313
3199,98033,7501
3200,98108,3105
3201,98126,3463
3202,98126,3461
3203,98126,3416
3204,98133,6026
3205,98155,4903
3206,98103,5026
3207,98103,4745
3208,98115,7529
3209,98125,6216
3210,98136,1809
3211,98136,1809
3212,98056,2207
3213,98056,2208
3214,98022,9411
3215,98022,7457
3216,98092,7347
3217,98032,7147
3218,98042,8075
3219,98042,3530
3220,98042,8056
3221,98038,6805
3222,98038,6210
3223,98027,8422
3224,98027,5900
3225,98027,5903
3226,98027,8431
3227,98038,7006
3228,98038,7006
3229,98038,7114
3230,United States,98038
3231,98006,2031
3232,98027,3305
3233,98027,3320
3234,98027,3318
3235,98024,6704
3236,98024,6718
3237,98065,9426
3238,98014,5913
3239,98014,6009
3240,98125,7919
3241,98034,3325
3242,98019,7233
3243,98019,7230
3244,98014,7129
3245,98014,7129
3246,98144,6433
3247,98001,9519
3248,98166,1611
3249,98108,2726
3250,98108,3540
3251,98059,4979
3252,98118,6105
3253,98108,3010
3254,98038,8919
3255,98119,1412
3256,98119,1412
3257,98177,2246
3258,98177,2709
3259,98177,2249
3260,98155,2943
3261,98117,5735
3262,98117,5220
3263,98107,2343
3264,98107,2338
3265,98107,2328
3266,98107,2921
3267,98107,2917
3268,United States,98107
3269,98107,2703
3270,98107,2848
3271,United States,98107
3272,United States,98107
3273,98107,2119
3274,98107,2135
3275,98107,2148
3276,98199,1504
3277,98199,2345
3278,98199,2808
3279,98199,2922
3280,98199,2918
3281,98199,2307
3282,98199,2302
3283,98199,2919
3284,98199,2917
3285,98119,2122
3286,98119,1405
3287,98199,1400
3288,98199,1543
3289,98199,1512
3290,98199,1512
3291,98199,2334
3292,98119,2137
3293,98119,2117
3294,98119,2117
3295,98119,2119
3296,98119,2801
3297,98119,2803
3298,98119,2726
3299,98199,3523
3300,98199,4004
3301,98199,4119
3302,98199,4112
3303,98199,4109
3304,98199,4102
3305,98117,3431
3306,98115,6002
3307,98070,3918
3308,98177,2801
3309,98133,5103
3310,98133,5143
3311,98034,2656
3312,98034,2655
3313,98005,3655
3314,98005,3603
3315,98005,3603
3316,98019,6302
3317,98019,8360
3318,98019,8369
3319,98031,2242
3320,98031,2223
3321,98031,2224
3322,98031,2226
3323,98031,2268
3324,98031,2269
3325,98031,2243
3326,98031,2266
3327,98031,2282
3328,98031,2282
3329,98031,2287
3330,98031,2359
3331,98031,2394
3332,98031,2315
3333,98031,2378
3334,98031,2379
3335,98059,3940
3336,98059,3937
3337,98059,3923
3338,98059,3618
3339,98168,1702
3340,98168,1610
3341,United States,98052
3342,98052,5945
3343,98023,3049
3344,98023,3055
3345,98166,3942
3346,98031,2340
3347,98034,2433
3348,98092,2536
3349,98052,1282
3350,98112,2224
3351,United States,98112
3352,98112,2222
3353,98112,2260
3354,98029,6303
3355,98029,6332
3356,98005,1408
3357,98011,2311
3358,98011,2337
3359,98011,2314
3360,98133,4023
3361,98136,1747
3362,98136,1770
3363,98136,1301
3364,98136,1305
3365,98059,4992
3366,98070,8523
3367,98070,8526
3368,98070,8429
3369,98070,8511
3370,98070,8533
3371,98070,8533
3372,98001,8739
3373,98092,9111
3374,98092,9111
3375,98092,9122
3376,98092,9118
3377,98117,2940
3378,98022,9534
3379,98117,2934
3380,United States,98003
3381,98117,3935
3382,98198,9041
3383,United States,98042
3384,98042,8024
3385,United States,98030
3386,98030,8613
3387,98051,9625
3388,98051,9783
3389,98188,3022
3390,98058,6637
3391,98027,2721
3392,98027,3219
3393,98001,9672
3394,98126,2215
3395,98126,2214
3396,98005,2615
3397,98019,7244
3398,98014,9716
3399,98125,3055
3400,98040,5305
3401,98106,1124
3402,United States,98106
3403,98119,2369
3404,98126,4104
3405,98117,5823
3406,98117,5917
3407,98117,5825
3408,98117,5829
3409,98117,5911
3410,98117,5911
3411,98136,2841
3412,98166,4230
3413,98105,3606
3414,98105,3617
3415,98199,2508
3416,98119,2218
3417,98119,1828
3418,98133,5255
3419,98042,5481
3420,98117,4628
3421,98117,6265
3422,98117,6254
3423,98117,6263
3424,98117,6239
3425,United States,98117
3426,98074,4113
3427,98074,4123
3428,98074,4122
3429,98042,3002
3430,98031,1608
3431,98031,1697
3432,98031,1637
3433,98031,1637
3434,98031,1608
3435,98177,5123
3436,98103,5223
3437,98117,4830
3438,98117,5003
3439,98117,5016
3440,98117,5018
3441,98117,5009
3442,98117,5008
3443,98117,4849
3444,98103,5231
3445,98117,4822
3446,98115,4156
3447,98115,4156
3448,98115,4138
3449,98115,4115
3450,98115,4153
3451,98117,5021
3452,98117,5059
3453,98117,5057
3454,98117,5057
3455,98117,5056
3456,98155,5744
3457,98155,6802
3458,98133,6045
3459,98133,6700
3460,98133,6700
3461,98133,6700
3462,98103,4959
3463,98103,4908
3464,98115,4429
3465,98115,4405
3466,98115,4338
3467,98115,4403
3468,98177,2503
3469,98092,4846
3470,98002,3419
3471,98002,3447
3472,98002,3445
3473,98002,3044
3474,98092,9670
3475,98092,9607
3476,98032,4140
3477,98032,4162
3478,98032,4155
3479,98032,1516
3480,98042,5809
3481,98042,5807
3482,United States,98146
3483,98146,1152
3484,98146,1109
3485,98052,4107
3486,98052,4168
3487,98052,4102
3488,98052,4109
3489,98010,1217
3490,98010,1221
3491,98010,1223
3492,98034,1851
3493,98034,1851
3494,98146,3817
3495,98102,3416
3496,98102,3307
3497,98034,1844
3498,98075,9472
3499,98103,3022
3500,98103,3021
3501,98117,2019
3502,98133,7938
3503,98042,5064
3504,98042,5051
3505,98133,9303
3506,United States,98103
3507,98103,3140
3508,98117,3044
3509,98117,3042
3510,98117,3040
3511,98117,3040
3512,98117,3039
3513,98117,4056
3514,98117,4031
3515,98117,4030
3516,98117,3035
3517,98117,4213
3518,98070,8426
3519,United States,98030
3520,United States,98042
3521,98042,6195
3522,98042,5128
3523,98117,3336
3524,98117,3245
3525,98117,4120
3526,98117,4119
3527,98117,4119
3528,98117,4119
3529,98117,3214
3530,98117,3218
3531,98117,4110
3532,98117,5125
3533,98070,4946
3534,98070,4203
3535,98070,4200
3536,98148,1637
3537,98148,1635
3538,United States,98055
3539,98045,9617
3540,98027,9748
3541,United States,98050
3542,98004,2850
3543,98004,3717
3544,98004,2829
3545,98004,3713
3546,98004,4438
3547,98125,6109
3548,98133,8508
3549,United States,98125
3550,98125,7529
3551,98077,7652
3552,98166,3225
3553,98166,3146
3554,98022,2114
3555,98022,2132
3556,98022,2134
3557,98052,1741
3558,98023,7600
3559,98023,7632
3560,98198,4109
3561,98198,3420
3562,98198,3432
3563,98198,3423
3564,98198,3434
3565,98198,2642
3566,98198,3438
3567,98198,3437
3568,United States,98040
3569,98040,4840
3570,98040,4804
3571,98126,2212
3572,98057,2516
3573,98166,2953
3574,98166,2930
3575,98166,2850
3576,98166,2860
3577,98166,2821
3578,98166,2865
3579,98166,2818
3580,98166,2814
3581,98166,1407
3582,98166,1407
3583,98178,2558
3584,98178,2531
3585,98178,2549
3586,98178,2554
3587,98178,2529
3588,98178,2424
3589,98115,4347
3590,98105,2022
3591,98105,2164
3592,98178,5101
3593,98092,3309
3594,98177,4225
3595,98116,3014
3596,98116,3006
3597,98075,8008
3598,98116,3412
3599,98116,3725
3600,98136,2316
3601,98136,2316
3602,98136,2343
3603,98136,2340
3604,98136,2340
3605,98136,2330
3606,98136,2330
3607,98136,2326
3608,98136,2369
3609,98022,9318
3610,98022,7376
3611,98023,7309
3612,98002,8706
3613,98002,7827
3614,98051,8601
3615,United States,98070
3616,98070,4117
3617,98070,4640
3618,98166,3516
3619,98148,1605
3620,98055,5023
3621,98055,5015
3622,98040,5823
3623,98027,8828
3624,98027,8806
3625,United States,98027
3626,98004,2533
3627,98004,2545
3628,98014,9604
3629,98014,9623
3630,98014,9623
3631,98039,3119
3632,98039,3132
3633,98039,3125
3634,98052,2103
3635,98077,7801
3636,98118,3509
3637,98133,7848
3638,98133,1706
3639,98133,8524
3640,98133,8522
3641,98133,8522
3642,98133,7720
3643,98133,7729
3644,98133,7700
3645,98168,3407
3646,98117,5336
3647,98117,5247
3648,98092,0981
3649,98052,5729
3650,98023,7277
3651,98023,7270
3652,98023,7201
3653,98023,7280
3654,98040,3940
3655,98052,5434
3656,98052,5442
3657,98052,5438
3658,98074,4043
3659,98074,4069
3660,98074,4031
3661,98074,4045
3662,98074,4050
3663,98074,4130
3664,98074,4052
3665,98074,4049
3666,98144,5147
3667,98144,5910
3668,98144,6406
3669,98144,5717
3670,98144,5737
3671,98107,2611
3672,98144,6612
3673,98005,1743
3674,98125,6704
3675,98022,9312
3676,98022,7337
3677,98053,7984
3678,98092,8900
3679,98092,9526
3680,98053,7976
3681,98053,7974
3682,98042,8615
3683,98166,3925
3684,98166,4009
3685,98166,3971
3686,98055,6345
3687,United States,98065
3688,98024,7421
3689,98024,7409
3690,98103,4142
3691,98133,9408
3692,98103,3138
3693,98103,3521
3694,98033,4827
3695,98052,2805
3696,98053,2943
3697,98034,3934
3698,98105,6123
3699,98105,6108
3700,98105,6156
3701,98052,5806
3702,98052,5713
3703,98052,5702
3704,98052,5701
3705,98002,6006
3706,98002,6042
3707,98106,1216
3708,98146,2317
3709,98106,2606
3710,98105,2939
3711,98105,2137
3712,98105,2139
3713,98105,2145
3714,98105,2148
3715,98105,2148
3716,98115,7515
3717,98115,7604
3718,98014,9602
3719,98014,9680
3720,98057,5331
3721,98115,4666
3722,98115,4406
3723,98115,4508
3724,98115,4544
3725,98115,4512
3726,98115,4408
3727,98115,4516
3728,98034,2716
3729,98155,4137
3730,98122,6421
3731,98112,3608
3732,98112,3628
3733,98056,1218
3734,98056,1202
3735,98056,1220
3736,98056,1201
3737,98056,1239
3738,98056,1305
3739,98056,1318
3740,98056,1314
3741,98056,1303
3742,98056,1303
3743,98034,2142
3744,98034,2142
3745,98034,2125
3746,98034,2145
3747,98034,2133
3748,98023,2035
3749,98023,2042
3750,98198,9239
3751,98004,6829
3752,98004,6803
3753,98198,8342
3754,98040,4036
3755,98024,9607
3756,98024,9632
3757,98024,9654
3758,98059,5139
3759,98059,5143
3760,98059,5117
3761,98034,5060
3762,98092,2798
3763,98092,2728
3764,98092,2711
3765,98092,2731
3766,98092,2717
3767,98053,2914
3768,98042,5611
3769,98042,5632
3770,98008,5817
3771,98008,5737
3772,98008,5709
3773,98115,7908
3774,98115,7928
3775,98118,4243
3776,98118,4204
3777,98077,5679
3778,98002,4234
3779,98022,7389
3780,98003,7417
3781,98022,7639
3782,98022,8777
3783,98198,8221
3784,98092,4094
3785,98070,5421
3786,98148,2040
3787,98148,1702
3788,98148,1876
3789,98148,1938
3790,98055,7186
3791,United States,98055
3792,98055,6312
3793,98133,8618
3794,98065,9548
3795,98065,9642
3796,98006,3249
3797,98006,3282
3798,98074,3460
3799,98074,7006
3800,98115,2952
3801,98125,7417
3802,98115,2008
3803,98115,2904
3804,98115,2729
3805,98125,7418
3806,98033,4477
3807,98033,4514
3808,98033,4514
3809,98118,5327
3810,98118,5328
3811,98119,2908
3812,98155,2235
3813,98155,2235
3814,98011,2447
3815,98031,3417
3816,98056,1668
3817,98056,1668
3818,98059,8607
3819,98059,8608
3820,98059,8610
3821,98072,8474
3822,98072,8455
3823,United States,98072
3824,98077,7309
3825,98004,2602
3826,98144,6426
3827,98144,6431
3828,98074,4160
3829,98005,3614
3830,98005,3619
3831,98005,3619
3832,98005,3504
3833,98003,5914
3834,98003,2971
3835,98034,3560
3836,United States,98034
3837,98039,2323
3838,98039,2322
3839,98039,1530
3840,98039,1519
3841,98039,1522
3842,98039,1522
3843,98199,2404
3844,98199,2404
3845,98199,2436
3846,98199,2435
3847,98199,2433
3848,98199,2449
3849,98199,2413
3850,98199,2401
3851,98199,2432
3852,98144,3161
3853,98034,2241
3854,98034,2241
3855,United States,98354
3856,98354,9735
3857,98034,2524
3858,98008,3114
3859,98052,3200
3860,98052,3200
3861,98052,3290
3862,98074,4636
3863,98074,4641
3864,98074,4645
3865,98168,4900
3866,United States,98092
3867,98056,2674
3868,98072,8487
3869,98055,6503
3870,98075,7907
3871,98023,2914
3872,98027,8569
3873,98038,5906
3874,98038,5906
3875,98034,1161
3876,98034,1160
3877,98034,1151
3878,98034,1168
3879,98034,1168
3880,98034,1108
3881,98034,4512
3882,98034,4532
3883,98034,4641
3884,98034,4638
3885,98034,4642
3886,98034,1113
3887,98034,1115
3888,98115,5914
3889,98115,5915
3890,98056,3637
3891,98056,4026
3892,98056,4026
3893,98133,5668
3894,98133,5609
3895,98057,3917
3896,98057,3915
3897,98075,6277
3898,United States,98075
3899,98075,9298
3900,98075,6284
3901,98075,6287
3902,98075,6287
3903,98075,6287
3904,98075,9220
3905,98030,9200
3906,98030,5099
3907,98030,9631
3908,98030,5096
3909,98007,4226
3910,98133,5602
3911,98008,3726
3912,98008,3725
3913,98008,3737
3914,98008,3027
3915,98008,2902
3916,98008,2904
3917,98092,8508
3918,98092,8589
3919,98092,8501
3920,98106,2427
3921,98106,2801
3922,98106,2909
3923,98106,2913
3924,98106,2812
3925,98106,2081
3926,98106,2082
3927,98177,3624
3928,98117,3514
3929,98117,3504
3930,United States,98117
3931,98117,3556
3932,98117,3614
3933,98117,3615
3934,98117,3518
3935,98117,3524
3936,98117,3519
3937,98033,7230
3938,98033,7229
3939,98177,2523
3940,98177,2522
3941,98177,2015
3942,98034,4476
3943,98034,4476
3944,98034,1626
3945,98038,6863
3946,98038,6863
3947,98038,6869
3948,98038,6887
3949,98038,6866
3950,98038,6886
3951,98038,6874
3952,98038,6873
3953,United States,98177
3954,United States,98177
3955,98177,8011
3956,98023,7729
3957,98023,7703
3958,98040,2316
3959,98030,7679
3960,98040,4326
3961,98144,2148
3962,98144,2907
3963,98092,4028
3964,98038,6318
3965,98027,4113
3966,98005,3211
3967,98074,7122
3968,98074,7145
3969,United States,98033
3970,98033,5256
3971,98053,5702
3972,United States,98014
3973,98022,3218
3974,98092,4831
3975,98092,4831
3976,98092,4838
3977,98092,4838
3978,98092,4827
3979,98092,4829
3980,98092,4810
3981,98115,4656
3982,98001,2147
3983,98001,2140
3984,98001,2344
3985,98001,2345
3986,98001,2351
3987,98001,2315
3988,98001,2358
3989,98118,2340
3990,98118,2340
3991,98118,2338
3992,98118,2338
3993,98118,2420
3994,98118,2431
3995,98118,2408
3996,98118,2718
3997,98118,2270
3998,98118,2246
3999,98118,2263
4000,98118,2636
4001,98118,2265
4002,98118,2416
4003,98118,2416
4004,98118,2433
4005,98118,2436
4006,98118,2807
4007,98118,2731
4008,98118,3159
4009,98118,3137
4010,United States,98118
4011,98118,3226
4012,United States,98118
4013,98118,2560
4014,98118,2076
4015,98118,4721
4016,98118,4740
4017,98118,4739
4018,98118,4747
4019,98118,4749
4020,98118,4725
4021,98118,4748
4022,98118,4748
4023,98118,4741
4024,98118,4709
4025,98092,3136
4026,98092,2506
4027,98002,4237
4028,98002,4124
4029,98002,4208
4030,98055,3317
4031,98055,3305
4032,98092,4755
4033,98056,2536
4034,98056,2120
4035,98056,2119
4036,98056,2173
4037,98056,2152
4038,98056,2138
4039,98056,2133
4040,98056,1932
4041,98056,1962
4042,98056,1938
4043,98056,1971
4044,98056,1967
4045,98056,2109
4046,98056,2161
4047,98056,1554
4048,98056,1554
4049,98056,1524
4050,98006,6439
4051,98056,1731
4052,98056,1731
4053,98056,1014
4054,98006,6325
4055,98006,6320
4056,98056,1501
4057,98056,8338
4058,98056,2716
4059,98056,2798
4060,98056,2774
4061,98056,2774
4062,98056,2777
4063,98056,2238
4064,98056,2238
4065,98056,2823
4066,98056,2633
4067,98056,2631
4068,98056,2627
4069,98056,2625
4070,98056,2623
4071,98056,2276
4072,98056,2648
4073,98056,2269
4074,98056,2667
4075,98056,2617
4076,98056,2224
4077,98178,2845
4078,98178,2120
4079,98178,2117
4080,98178,2801
4081,98178,2804
4082,98178,2835
4083,98047,1322
4084,98047,1168
4085,98047,1314
4086,98047,1311
4087,98047,1311
4088,98047,1407
4089,98047,1108
4090,98001,4323
4091,98001,7439
4092,98001,4452
4093,98001,4404
4094,98040,5651
4095,98115,6516
4096,98115,6515
4097,98115,6515
4098,United States,98168
4099,98168,2156
4100,98168,1264
4101,98103,5104
4102,98103,5101
4103,98103,5337
4104,98103,4704
4105,98103,4614
4106,98103,4614
4107,98103,4703
4108,98103,5016
4109,98115,6537
4110,98115,6533
4111,98168,4508
4112,98168,4544
4113,98168,4507
4114,98168,4535
4115,98004,3326
4116,98034,5415
4117,98034,5414
4118,98034,5414
4119,98031,3911
4120,98031,3911
4121,98177,4019
4122,98011,7107
4123,98011,7107
4124,98003,5230
4125,98003,5230
4126,98001,2810
4127,98001,2811
4128,98008,3102
4129,98056,3982
4130,98056,3982
4131,98006,3536
4132,98006,3530
4133,98052,3043
4134,98052,3043
4135,98052,3133
4136,98052,2736
4137,98177,3011
4138,98177,3006
4139,98031,2604
4140,98031,3360
4141,98031,3366
4142,98031,2609
4143,98031,3358
4144,98031,3460
4145,98055,6308
4146,98004,2901
4147,98004,2904
4148,98003,4038
4149,98003,4039
4150,98004,7500
4151,98004,7540
4152,98004,7504
4153,98108,3169
4154,98108,3788
4155,98108,3788
4156,98108,3788
4157,98052,5402
4158,98072,6969
4159,98072,6970
4160,98072,9086
4161,98072,9086
4162,United States,98146
4163,98146,3201
4164,98146,3239
4165,98052,2150
4166,98052,1278
4167,98052,2145
4168,98052,2160
4169,98052,2153
4170,98052,1270
4171,98052,1247
4172,98052,1190
4173,98052,1157
4174,98072,8974
4175,98072,6910
4176,98072,9007
4177,98072,8961
4178,United States,98092
4179,98092,5924
4180,98117,6127
4181,98144,2535
4182,United States,98144
4183,98144,2504
4184,98122,6363
4185,98001,8716
4186,98022,6822
4187,98001,2002
4188,98032,7243
4189,98032,7285
4190,98042,9073
4191,98042,3948
4192,98042,3924
4193,98042,3931
4194,98188,4126
4195,98188,4559
4196,98188,4558
4197,98058,8017
4198,98058,6819
4199,United States,98058
4200,98038,7205
4201,98115,7106
4202,98118,4402
4203,98118,4305
4204,98118,4412
4205,98027,3409
4206,98027,4310
4207,98027,4706
4208,98045,8113
4209,98005,3709
4210,98005,3758
4211,98115,2562
4212,98115,3933
4213,98115,2544
4214,98115,2540
4215,98052,2421
4216,98014,6904
4217,98155,6344
4218,98155,7102
4219,98155,6309
4220,98155,6210
4221,98106,1551
4222,98106,1537
4223,98106,1541
4224,98106,1407
4225,98106,1464
4226,98106,1417
4227,98106,1438
4228,98106,1438
4229,98106,1438
4230,98106,1622
4231,98106,1625
4232,98106,1656
4233,98106,1937
4234,98106,1830
4235,98106,1812
4236,98106,1646
4237,98106,1865
4238,United States,98042
4239,98042,8570
4240,98042,8587
4241,98198,5605
4242,98033,5947
4243,United States,98006
4244,98006,1807
4245,98006,1807
4246,98125,5323
4247,98125,5604
4248,98125,5601
4249,98125,6720
4250,United States,98125
4251,98125,6842
4252,98059,4320
4253,98056,2447
4254,98056,2452
4255,98059,4172
4256,98059,4508
4257,98040,5803
4258,98040,5802
4259,98155,1817
4260,98155,1822
4261,98155,1814
4262,98006,2552
4263,98006,2527
4264,98006,4528
4265,98006,4520
4266,98006,3148
4267,98006,3116
4268,98155,1647
4269,98008,5977
4270,98006,3508
4271,98006,3533
4272,98006,3542
4273,98155,2920
4274,98052,3173
4275,98052,3173
4276,98052,3172
4277,98010,1301
4278,98040,3022
4279,98116,4128
4280,98116,4006
4281,98116,4127
4282,98117,4250
4283,98117,4229
4284,98117,4222
4285,98117,4228
4286,98155,7411
4287,98155,7316
4288,98117,2129
4289,98117,3140
4290,98117,2132
4291,98117,3134
4292,98116,2204
4293,98116,2205
4294,98168,2037
4295,98146,2524
4296,98030,6537
4297,98030,6563
4298,United States,98030
4299,98030,6547
4300,98001,9473
4301,98022,8843
4302,98022,6839
4303,98022,8844
4304,98070,8701
4305,98001,2000
4306,98136,1728
4307,98136,1743
4308,United States,98038
4309,98038,7338
4310,98045,8799
4311,98136,2434
4312,98136,2354
4313,98136,2537
4314,98045,8140
4315,98074,3411
4316,98117,2948
4317,98117,2904
4318,98052,3050
4319,98053,2369
4320,98053,2394
4321,98053,2380
4322,98053,2391
4323,98053,2396
4324,98029,7709
4325,98029,6545
4326,98031,3707
4327,98053,2226
4328,98053,2227
4329,98077,8260
4330,98077,8284
4331,98198,3808
4332,United States,98198
4333,98198,8539
4334,98198,3866
4335,98198,8553
4336,98198,3860
4337,98198,3861
4338,98198,3847
4339,98198,7837
4340,98198,3862
4341,98198,8536
4342,98004,1110
4343,98004,1124
4344,98004,1122
4345,98166,1043
4346,98166,1038
4347,98166,1038
4348,98166,1042
4349,98115,4149
4350,98115,4148
4351,98115,4145
4352,98115,4114
4353,98115,4112
4354,98030,8504
4355,98034,3929
4356,98034,3919
4357,98034,3814
4358,98003,3387
4359,98075,9558
4360,98034,5142
4361,98034,5145
4362,98034,5072
4363,98034,5086
4364,98034,5021
4365,98034,9212
4366,98034,0711
4367,98074,6683
4368,98074,6652
4369,98074,6681
4370,98074,6654
4371,98074,6645
4372,98074,6646
4373,98074,6645
4374,98074,6627
4375,98074,6606
4376,98074,6636
4377,98074,6721
4378,98074,6618
4379,98074,6721
4380,98074,6749
4381,98028,3908
4382,98028,6312
4383,98034,5083
4384,98028,4696
4385,98074,4152
4386,98074,6833
4387,98074,6833
4388,98074,6831
4389,98074,6842
4390,98074,6835
4391,98074,6819
4392,98074,6815
4393,98028,0016
4394,98028,4931
4395,98034,4921
4396,98028,4922
4397,98028,4212
4398,98028,4213
4399,98028,4315
4400,98028,4625
4401,98028,4345
4402,98028,4349
4403,98028,4349
4404,98028,4324
4405,98028,4323
4406,98003,5334
4407,98033,5645
4408,98052,2747
4409,98052,2740
4410,98177,3223
4411,98177,3223
4412,United States,98177
4413,98177,3227
4414,98177,3227
4415,98177,3204
4416,98177,3202
4417,98177,3303
4418,98177,3849
4419,98177,3837
4420,98177,3831
4421,98177,3704
4422,98177,3709
4423,98105,2603
4424,98052,6034
4425,98112,3029
4426,98112,3432
4427,98112,3402
4428,98112,3428
4429,98198,3252
4430,98198,3251
4431,98168,4655
4432,98168,4601
4433,United States,98168
4434,98168,3891
4435,98115,3856
4436,98072,6990
4437,98177,4244
4438,98092,9764
4439,98070,8300
4440,United States,98042
4441,98042,5316
4442,98042,5302
4443,98040,4637
